 budget_total ;Audio_TOTAL_Clicks;DD_TOTAL_Impressions;OLV_TOTAL_Clicks;OTT_TOTAL_Impressions;PDM_TOTAL_Impressions;POLV_TOTAL_Clicks;Partnership_TOTAL_Impressions;YT_DD_TOTAL_Clicks;YT_OLV_TOTAL_Impressions;Primary_Search_Impressions;Secondary_Search_Impressions;DOOH_TOTAL_Impressions;Social_TOTAL_Impressions;Facebook_Impressions;profit
 0.65000000000 ;8.74464897913977E-07;16.3914130060667;2.11159476991254E-07;2.54728565485137E-07;2.51035918030824E-06;1.03143491659255E-08;1.10988458902447E-06;9.83896251519131;7.74134802197818E-07;7.85798940093744E-07;2.11860451245101E-06;1.18161859868873E-07;15.7024406378669;23.0671750732638;15835.6440570555
 0.66000000000 ;4.89212768805406E-07;16.6523985683382;6.41463248616654E-07;1.29930485993858E-07;1.14939117650225E-06;3.12648641394977E-07;3.43511941002494E-07;9.89838909118529;6.24268542496772E-07;6.37648918436956E-07;1.00903151532188E-06;1.26694818304816E-08;15.9053320367399;23.5438749539599;15995.7964080006
 0.67000000000 ;4.77427346586217E-07;16.9134062446328;7.27378802967215E-08;1.2106147718401E-07;1.14762693939745E-06;1.93230287525825E-07;3.26549188232594E-07;9.95773471771344;6.10856804133288E-07;6.22323821522246E-07;0.0000010024058837326;5.44194346849593E-09;16.1082333041593;24.0206211538326;16155.0407725056
 0.68000000000 ;1.07092964922413E-06;17.1744342405848;2.7183262220513E-07;8.97927408235349E-07;1.55890869968555E-06;7.77528604854836E-09;7.57158576787897E-07;10.0169988960282;0.0000017955557584705;1.81546509068066E-06;0.0000013987791138239;1.83922152728197E-07;16.3111443547081;24.4974127504245;16313.3817979065
 0.69000000000 ;8.18140525117072E-07;17.4354643677089;3.15799714075435E-07;3.70355221685016E-07;1.68208735229658E-06;3.75021950308982E-08;6.25120318528819E-07;10.076191999276;9.93836143294763E-07;1.00770988405653E-06;1.49158511504142E-06;2.23093061205975E-07;16.5140936396917;24.9742424280938;16470.8256961169
 0.70000000000 ;8.17114584850262E-07;17.6965611760551;3.03920758644577E-07;2.82986612071609E-07;1.69486021658712E-06;2.39790308526504E-08;6.20997730959345E-07;10.1352856410065;9.16441648229151E-07;9.25646883314273E-07;1.50038653127878E-06;7.19261194328208E-08;16.7170007286492;25.4511452960292;16627.3766715372
 0.71000000000 ;8.95985754625664E-07;17.9575042866817;3.5857083737402E-07;4.15785524606167E-07;1.82725926482821E-06;5.96169153545252E-08;6.89066392175408E-07;10.1943475025789;0.0000010872529099942;0.0000011026768040965;1.62607437468088E-06;2.59865370281283E-07;16.9199134281658;25.9282264604194;16783.0396997005
 0.72000000000 ;9.07929966965251E-07;18.2187788628991;2.76710828268299E-07;2.02530007505285E-07;2.57631767246605E-06;3.13967226679915E-07;7.9675302509332E-07;10.2532470748767;7.68683610179443E-07;7.78463072808691E-07;0.000002317602094442;6.57732922481075E-08;17.1229001397701;26.4050649177235;16937.8199593987
 0.73000000000 ;1.19911544745367E-06;18.4799209744101;4.84291804629842E-07;1.44302762762143E-07;2.46286090844605E-06;2.58270953979257E-07;9.86788927746992E-07;10.312106584182;8.47948103628759E-07;9.04870175219738E-07;2.19667938921269E-06;1.73583753234461E-08;17.3258659180971;26.8820970208239;17091.7222689623
 0.74000000000 ;8.99472412037016E-07;18.7410863462702;3.32798860660868E-07;3.91269132058369E-07;1.90941532007879E-06;2.64562036144122E-08;6.80331663063983E-07;10.370885049471;1.09634309356206E-06;1.11241593388989E-06;1.68336366763897E-06;2.29311679203327E-07;17.5288435693531;27.3591766737277;17244.7516674853
 0.75000000000 ;9.5908586038822E-07;19.0022734562955;3.76682678006266E-07;1.44497884041438E-06;2.06180623130935E-06;5.96107071614956E-08;7.24713162147656E-07;10.4295821806789;1.19357470866472E-06;1.21310785905334E-06;1.82126680033372E-06;1.16074704155544E-06;17.7318318240647;27.836301523387;17396.9125376437
 0.76000000000 ;9.99406855285345E-07;19.26348510689;3.80423734168624E-07;4.53788497203697E-07;4.17880883011848E-06;5.73975976789989E-08;7.69433225401413E-07;10.488147876509;1.20537534099288E-06;1.22232127712963E-06;0.0000037715262612861;2.66782999015393E-07;17.9347384846765;28.3136152266593;17548.2103440175
 0.77000000000 ;2.21869028743434E-06;19.5247155095875;2.85368623838465E-07;3.56569432347434E-07;4.10211731596654E-06;8.31450269332611E-12;1.90750341842474E-06;10.5467328934229;2.31688568708328E-06;2.54778287842081E-06;3.69004674775327E-06;1.96953266088943E-07;18.1378417223588;28.7906922527048;17698.6493236063
 0.78000000000 ;1.79011946824397E-06;19.7859622054252;3.33544997774562E-07;3.95522676865488E-07;4.02455961329762E-06;1.22820304703039E-08;1.77653376455946E-06;10.6051860075682;2.02810135168427E-06;2.39051292714314E-06;3.61122901743717E-06;2.18669168808805E-07;18.340849799393;29.2679854065373;17848.2349801095
 0.79000000000 ;1.23639025520109E-06;20.0472508559674;8.0903416721771E-07;6.76406984263879E-07;2.16896092918283E-06;2.17693728337098E-08;1.63870050802443E-06;10.6635595314096;2.32714189815795E-06;2.35186263546847E-06;0.0000023308300692606;8.98595861802992E-07;18.5438996292506;29.7452755236797;17996.9716331925
 0.80000000000 ;1.43794004795158E-06;20.3085534392817;2.33912786830637E-07;4.34721111983039E-07;1.82107138205958E-06;1.16754146313663E-07;1.13282695946207E-06;10.7218511329563;1.71506384321332E-06;1.73759102400697E-06;1.55949148599193E-06;1.0318183512984E-07;18.7469467987018;30.2226383365046;18144.8643608291
 0.81000000000 ;7.58176622388557E-07;20.5698777058473;4.57584455493869E-07;7.49127864652122E-07;1.86504877671453E-06;2.5051348244026E-07;5.1084183516296E-07;10.78006132359;1.46068439632934E-06;1.77706432391576E-06;2.34898035723424E-06;8.19579236039152E-08;18.9500046939894;30.7000460165933;18291.9172237869
