budget_total;Value;data
0.314;Audio_TOTAL_Clicks;0.158485919
0.315;Audio_TOTAL_Clicks;0.163595498
0.316;Audio_TOTAL_Clicks;0.168667692
0.317;Audio_TOTAL_Clicks;0.173703769
0.318;Audio_TOTAL_Clicks;0.178713855
0.319;Audio_TOTAL_Clicks;0.183675558
0.32;Audio_TOTAL_Clicks;0.188610503
0.321;Audio_TOTAL_Clicks;0.193512797
0.322;Audio_TOTAL_Clicks;0.198380745
0.323;Audio_TOTAL_Clicks;0.203192295
0.324;Audio_TOTAL_Clicks;0.208023045
0.325;Audio_TOTAL_Clicks;0.212795225
0.326;Audio_TOTAL_Clicks;0.217536076
0.327;Audio_TOTAL_Clicks;0.222246291
0.328;Audio_TOTAL_Clicks;0.226923294
0.329;Audio_TOTAL_Clicks;0.231481982
0.33;Audio_TOTAL_Clicks;0.236178773
0.331;Audio_TOTAL_Clicks;0.239614005
0.332;Audio_TOTAL_Clicks;0.245326974
0.333;Audio_TOTAL_Clicks;0.249851439
0.334;Audio_TOTAL_Clicks;0.254352658
0.335;Audio_TOTAL_Clicks;0.25882055
0.336;Audio_TOTAL_Clicks;0.263260298
0.337;Audio_TOTAL_Clicks;0.26767106
0.338;Audio_TOTAL_Clicks;0.272078312
0.339;Audio_TOTAL_Clicks;0.276405401
0.34;Audio_TOTAL_Clicks;0.280678267
0.341;Audio_TOTAL_Clicks;0.285158459
0.342;Audio_TOTAL_Clicks;0.289328187
0.343;Audio_TOTAL_Clicks;0.293543021
0.344;Audio_TOTAL_Clicks;0.297759149
0.345;Audio_TOTAL_Clicks;0.301962239
0.346;Audio_TOTAL_Clicks;0.306155298
0.347;Audio_TOTAL_Clicks;0.310079227
0.348;Audio_TOTAL_Clicks;0.314323272
0.349;Audio_TOTAL_Clicks;0.318444896
0.35;Audio_TOTAL_Clicks;0.322504195
0.351;Audio_TOTAL_Clicks;0.326538375
0.352;Audio_TOTAL_Clicks;0.330479027
0.353;Audio_TOTAL_Clicks;0.33453084
0.354;Audio_TOTAL_Clicks;0.338490314
0.355;Audio_TOTAL_Clicks;0.3424239
0.356;Audio_TOTAL_Clicks;0.346334153
0.357;Audio_TOTAL_Clicks;0.350204812
0.358;Audio_TOTAL_Clicks;0.354081711
0.359;Audio_TOTAL_Clicks;0.357921745
0.36;Audio_TOTAL_Clicks;0.361807051
