Audio,DD,Facebook,OLV,Digital OOH,OTT,PDM,POLV,Partnership,Primary_Search,Secondary_Search,Social,YouTube_DD,YouTube_OLV,Budget
2.939479484,5.171708292,6.10858514,2.573969156,5.020540995,3.606256252,7.658944073,2.721668178,5.348020671,3.807276901,5.230173092,6.498133954,2.135847313,1.712587428,2019
6.069728,5.525610789,6.513357634,1.68973395,,3.270117558,6.342307662,2.419724844,5.242179654,3.278822885,5.027299527,6.513753629,0.421364047,1.640202186,2020
