;IMP_display_hienz_budget;IMP_olv_hienz_budget;IMP_agents_budget;IMP_social_hienz_budget;TV_hienz_grp;TV_sponsor_hienz_grp;Investment;IMP_display_hienz_budget_ROAS;IMP_olv_hienz_budget_ROAS;IMP_agents_budget_ROAS;IMP_social_hienz_budget_ROAS;TV_hienz_grp_ROAS;TV_sponsor_hienz_grp_ROAS
383;604.2927736;871.7293675;664.722051;624.4358661;1007.115657;719.9026372;383000000;-80.85361319;52.86468375;-50.63897451;-70.78206697;120.5578283;-23.04868139
384;604.5077362;872.2181663;664.9585098;624.657994;1009.04325;720.0567425;384000000;-81.74613192;52.10908316;-51.52074511;-71.67100298;120.5216248;-23.97162874
385;604.7209148;872.7037173;665.1930063;624.8782786;1010.967872;720.2092982;385000000;-82.6395426;51.35185867;-52.40349686;-72.56086068;120.4839362;-24.89535088
386;604.9323243;873.1860421;665.4255568;625.0967352;1012.88953;720.36032;386000000;-83.53383783;50.59302105;-53.28722161;-73.45163242;120.444765;-25.81984001
387;605.1419794;873.6651621;665.6561774;625.3133788;1014.808227;720.5098232;387000000;-84.42901028;49.83258104;-54.1719113;-74.34331062;120.4041135;-26.74508841
388;605.3498947;874.1410985;665.8848842;625.5282245;1016.723968;720.6578231;388000000;-85.32505266;49.07054926;-55.05755792;-75.23588774;120.3619838;-27.67108845
389;605.5560845;874.6138726;666.111693;625.7412873;1018.636757;720.8043348;389000000;-86.22195775;48.30693631;-55.94415352;-76.12935634;120.3183783;-28.59783258
390;605.7605632;875.0835054;666.3366195;625.952582;1020.546598;720.9493734;390000000;-87.1197184;47.54175269;-56.83169024;-77.02370901;120.2732992;-29.52531332
391;605.963345;875.5500177;666.5596795;626.1621232;1022.453498;721.0929535;391000000;-88.0183275;46.77500883;-57.72016025;-77.91893841;120.2267489;-30.45352324
392;606.164444;876.0134302;666.7808884;626.3699254;1024.357459;721.2350899;392000000;-88.91777801;46.0067151;-58.60955582;-78.81503728;120.1787296;-31.38245504
393;606.3638741;876.4737636;667.0002615;626.5760032;1026.258487;721.3757971;393000000;-89.81806296;45.23688181;-59.49986926;-79.71199839;120.1292435;-32.31210143
394;606.5616492;876.9310383;667.2178141;626.7803708;1028.156586;721.5150895;394000000;-90.71917541;44.46551917;-60.39109295;-80.60981459;120.0782929;-33.24245525
395;606.757783;877.3852747;667.4335613;626.9830424;1030.05176;721.6529813;395000000;-91.6211085;43.69263735;-61.28321935;-81.50847879;120.0258801;-34.17350937
396;606.9522892;877.8364929;667.6475181;627.1840321;1031.944015;721.7894865;396000000;-92.52385542;42.91824644;-62.17624097;-82.40798394;119.9720073;-35.10525676
397;607.1451812;878.284713;667.8596993;627.3833539;1033.833353;721.9246191;397000000;-93.42740942;42.14235648;-63.07015036;-83.30832307;119.9166767;-36.03769044
398;607.3364724;878.7299548;668.0701197;627.5810215;1035.719781;722.058393;398000000;-94.33176379;41.36497742;-63.96494017;-84.20948925;119.8598907;-36.97080352
399;607.5261762;879.1722383;668.2787938;627.7770487;1037.603303;722.1908217;399000000;-95.2369119;40.58611915;-64.86060309;-85.11147563;119.8016515;-37.90458916
400;607.7143057;879.611583;668.4857363;627.9714492;1039.483922;722.3219188;400000000;-96.14284715;39.80579151;-65.75713187;-86.01427539;119.7419612;-38.83904059
401;607.900874;880.0480085;668.6909614;628.1642364;1041.361644;722.4516977;401000000;-97.04956302;39.02400426;-66.65451932;-86.91788179;119.6808222;-39.77415113
402;608.0858939;880.4815342;668.8944833;628.3554237;1043.236473;722.5801717;402000000;-97.95705303;38.2407671;-67.55275833;-87.82228813;119.6182366;-40.70991415
403;608.2693785;880.9121793;669.0963163;628.5450244;1045.108413;722.7073538;403000000;-98.86531075;37.45608966;-68.45184183;-88.72748778;119.5542067;-41.64632308
404;608.4513404;881.339963;669.2964744;628.7330517;1046.97747;722.8332571;404000000;-99.77432982;36.6699815;-69.3517628;-89.63347414;119.4887348;-42.58337143
405;608.6317922;881.7649043;669.4949714;628.9195186;1048.843646;722.9578944;405000000;-100.6841039;35.88245215;-70.2525143;-90.5402407;119.421823;-43.52105278
406;608.8107465;882.1870221;669.6918211;629.104438;1050.706947;723.0812785;406000000;-101.5946268;35.09351103;-71.15408943;-91.44778098;119.3534735;-44.45936075
407;608.9882157;882.6063351;669.8870373;629.2878229;1052.567377;723.2034219;407000000;-102.5058921;34.30316754;-72.05648136;-92.35608855;119.2836886;-45.39828905
408;609.1642122;883.022862;670.0806334;629.4696859;1054.424941;723.3243371;408000000;-103.4178939;33.51143098;-72.95968331;-93.26515705;119.2124705;-46.33783143
409;609.3387481;883.4366212;670.2726229;629.6500397;1056.279643;723.4440365;409000000;-104.330626;32.71831062;-73.86368856;-94.17498016;119.1398214;-47.27798173
410;609.5118356;883.8476313;670.4630191;629.8288967;1058.131487;723.5625323;410000000;-105.2440822;31.92381565;-74.76849044;-95.08555163;119.0657435;-48.21873384
411;609.6834866;884.2559104;670.6518353;630.0062695;1059.980478;723.6798366;411000000;-106.1582567;31.1279552;-75.67408234;-95.99686523;118.990239;-49.16008169
412;609.8537132;884.6614767;670.8390846;630.1821704;1061.82662;723.7959614;412000000;-107.0731434;30.33073835;-76.58045771;-96.90891482;118.9133101;-50.1020193
413;610.0225272;885.0643482;671.0247799;630.3566114;1063.669918;723.9109185;413000000;-107.9887364;29.5321741;-77.48761005;-97.82169429;118.8349589;-51.04454073
414;610.1899402;885.4645428;671.2089342;630.5296049;1065.510376;724.0247197;414000000;-108.9050299;28.73227142;-78.39553289;-98.73519757;118.7551878;-51.98764013
415;610.3559639;885.8620784;671.3915603;630.7011627;1067.347998;724.1373766;415000000;-109.8220181;27.93103919;-79.30421986;-99.64941866;118.6739988;-52.93131168
416;610.5206098;886.2569725;671.5726708;630.8712968;1069.182788;724.2489008;416000000;-110.7396951;27.12848625;-80.21366461;-100.5643516;118.5913942;-53.87554961
417;610.6838894;886.6492428;671.7522783;631.040019;1071.014752;724.3593035;417000000;-111.6580553;26.32462138;-81.12386085;-101.4799905;118.5073761;-54.82034825
418;610.8458139;887.0389066;671.9303953;631.207341;1072.843894;724.4685961;418000000;-112.577093;25.51945329;-82.03480235;-102.3963295;118.4219468;-55.76570195
419;611.0063947;887.4259813;672.1070342;631.3732745;1074.670217;724.5767897;419000000;-113.4968027;24.71299063;-82.94648292;-103.3133627;118.3351083;-56.71160513
420;611.1656429;887.810484;672.2822072;631.537831;1076.493726;724.6838955;420000000;-114.4171786;23.90524202;-83.85889642;-104.2310845;118.2468629;-57.65805226
421;611.3235695;888.192432;672.4559264;631.7010218;1078.314425;724.7899242;421000000;-115.3382153;23.096216;-84.77203678;-105.1494891;118.1572127;-58.60503788
422;611.4801855;888.5718421;672.6282041;631.8628584;1080.13232;724.8948869;422000000;-116.2599072;22.28592105;-85.68589796;-106.0685708;118.0661599;-59.55255656
423;611.6355019;888.9487312;672.799052;632.0233519;1081.947413;724.9987941;423000000;-117.1822491;21.47436561;-86.60047398;-106.988324;117.9737067;-60.50060296
424;611.7895293;889.3231161;672.9684822;632.1825136;1083.75971;725.1016565;424000000;-118.1052354;20.66155804;-87.51575891;-107.9087432;117.8798551;-61.44917177
425;611.9422784;889.6950134;673.1365063;632.3403544;1085.569215;725.2034846;425000000;-119.0288608;19.84750668;-88.43174687;-108.8298228;117.7846075;-62.39825772
426;612.09376;890.0644396;673.303136;632.4968853;1087.375932;725.3042888;426000000;-119.95312;19.03221979;-89.34843201;-109.7515573;117.6879658;-63.34785562
427;612.2439844;890.4314111;673.4683829;632.6521172;1089.179865;725.4040793;427000000;-120.8780078;18.21570557;-90.26580857;-110.6739414;117.5899323;-64.29796033
428;612.3929622;890.7959444;673.6322584;632.8060609;1090.981018;725.5028665;428000000;-121.8035189;17.39797218;-91.18387079;-111.5969695;117.4905092;-65.24856675
429;612.5407037;891.1580554;673.794774;632.9587271;1092.779397;725.6006604;429000000;-122.7296482;16.57902772;-92.10261299;-112.5206364;117.3896984;-66.19966982
430;612.6872191;891.5177605;673.955941;633.1101264;1094.575005;725.6974709;430000000;-123.6563905;15.75888023;-93.02202952;-113.4449368;117.2875023;-67.15126457
431;612.8325186;891.8750754;674.1157704;633.2602692;1096.367846;725.7933079;431000000;-124.5837407;14.93753772;-93.94211479;-114.3698654;117.1839229;-68.10334604
432;612.9766123;892.2300162;674.2742735;633.409166;1098.157925;725.8881813;432000000;-125.5116939;14.11500812;-94.86286325;-115.295417;117.0789623;-69.05590934
433;613.1195102;892.5825986;674.4314612;633.5568272;1099.945245;725.9821007;433000000;-126.4402449;13.29129932;-95.7842694;-116.2215864;116.9726227;-70.00894963
434;613.2612222;892.9328383;674.5873445;633.703263;1101.729813;726.0750758;434000000;-127.3693889;12.46641915;-96.70632777;-117.1483685;116.8649063;-70.9624621
435;613.4017583;893.2807508;674.7419341;633.8484835;1103.51163;726.167116;435000000;-128.2991209;11.6403754;-97.62903296;-118.0757582;116.755815;-71.91644202
436;613.541128;893.6263516;674.8952408;633.9924989;1105.290702;726.2582306;436000000;-129.229436;10.8131758;-98.5523796;-119.0037505;116.6453511;-72.87088468
437;613.6793412;893.9696561;675.0472753;634.1353192;1107.067033;726.3484291;437000000;-130.1603294;9.984828033;-99.47636235;-119.9323404;116.5335167;-73.82578543
438;613.8164073;894.3106794;675.1980481;634.2769543;1108.840628;726.4377207;438000000;-131.0917963;9.155339719;-100.400976;-120.8615229;116.4203138;-74.78113966
439;613.952336;894.6494369;675.3475697;634.4174139;1110.611489;726.5261144;439000000;-132.023832;8.324718441;-101.3262152;-121.791293;116.3057446;-75.73694281
440;614.0871367;894.9859435;675.4958504;634.5567079;1112.379622;726.6136193;440000000;-132.9564316;7.492971728;-102.2520748;-122.721646;116.1898112;-76.69319037
441;614.2208187;895.3202141;675.6429006;634.694846;1114.145031;726.7002443;441000000;-133.8895906;6.660107056;-103.1785497;-123.652577;116.0725157;-77.64987787
442;614.3533913;895.6522637;675.7887305;634.8318377;1115.90772;726.7859982;442000000;-134.8233043;5.826131855;-104.1056348;-124.5840811;115.9538601;-78.60700088
443;614.4848638;895.982107;675.9333501;634.9676926;1117.667693;726.8708899;443000000;-135.7575681;4.991053503;-105.0333249;-125.5161537;115.8338467;-79.56455504
444;614.6152451;896.3097587;676.0767697;635.10242;1119.424955;726.954928;444000000;-136.6923774;4.15487933;-105.9616152;-126.44879;115.7124774;-80.52253599
445;614.7445445;896.6352332;676.218999;635.2360293;1121.179509;727.0381211;445000000;-137.6277277;3.317616618;-106.8905005;-127.3819853;115.5897544;-81.48093945
446;614.8727709;896.9585452;676.360048;635.3685299;1122.931359;727.1204776;446000000;-138.5636146;2.479272599;-107.819976;-128.315735;115.4656797;-82.43976118
447;614.9999331;897.2797089;676.4999264;635.4999309;1124.680511;727.2020061;447000000;-139.5000334;1.639854457;-108.7500368;-129.2500345;115.3402555;-83.39899696
448;615.1260401;897.5987387;676.6386441;635.6302414;1126.426968;727.2827147;448000000;-140.4369799;0.799369331;-109.6806779;-130.1848793;115.2134838;-84.35864264
449;615.2511005;897.9156486;676.7762106;635.7594706;1128.170733;727.3626118;449000000;-141.3744497;-0.042175691;-110.6118947;-131.1202647;115.0853666;-85.31869408
450;615.3751231;898.2304529;676.9126355;635.8876273;1129.911812;727.4417056;450000000;-142.3124384;-0.884773567;-111.5436823;-132.0561864;114.9559061;-86.27914722
451;615.4981165;898.5431654;677.0479282;636.0147204;1131.650209;727.520004;451000000;-143.2509417;-1.728417299;-112.4760359;-132.9926398;114.8251044;-87.239998
452;615.6200892;898.8538001;677.1820981;636.1407589;1133.385927;727.5975151;452000000;-144.1899554;-2.57309994;-113.4089509;-133.9296206;114.6929634;-88.20124245
453;615.7410497;899.1623708;677.3151547;636.2657513;1135.118971;727.6742468;453000000;-145.1294752;-3.418814586;-114.3424227;-134.8671243;114.5594853;-89.16287658
454;615.8610064;899.4688912;677.447107;636.3897066;1136.849344;727.750207;454000000;-146.0694968;-4.265554381;-115.2764465;-135.8051467;114.4246722;-90.12489649
455;615.9799675;899.773375;677.5779643;636.5126331;1138.577052;727.8254034;455000000;-147.0100162;-5.113312511;-116.2110179;-136.7436834;114.288526;-91.0872983
456;616.0979415;900.0758356;677.7077356;636.6345395;1140.302098;727.8998437;456000000;-147.9510293;-5.962082212;-117.1461322;-137.6827302;114.1510488;-92.05007817
457;616.2149364;900.3762865;677.83643;636.7554343;1142.024485;727.9735354;457000000;-148.8925318;-6.811856762;-118.081785;-138.6222829;114.0122427;-93.0132323
458;616.3309604;900.674741;677.9640564;636.8753258;1143.744219;728.0464862;458000000;-149.8345198;-7.662629483;-119.0179718;-139.5623371;113.8721097;-93.97675691
459;616.4460216;900.9712125;678.0906237;636.9942223;1145.461304;728.1187034;459000000;-150.7769892;-8.514393745;-119.9546881;-140.5028889;113.7306519;-94.94064829
460;616.5601279;901.2657141;678.2161407;637.1121321;1147.175743;728.1901945;460000000;-151.7199361;-9.367142958;-120.8919297;-141.4439339;113.5878714;-95.90490276
461;616.6732872;901.5582588;678.340616;637.2290635;1148.88754;728.2609667;461000000;-152.6633564;-10.22087058;-121.829692;-142.3854683;113.44377;-96.86951665
462;616.7855075;901.8488598;678.4640583;637.3450245;1150.5967;728.3310273;462000000;-153.6072462;-11.0755701;-122.7679709;-143.3274878;113.29835;-97.83448636
463;616.8967965;902.1375298;678.5864762;637.4600231;1152.303227;728.4003834;463000000;-154.5516017;-11.93123508;-123.7067619;-144.2699885;113.1516133;-98.7998083
464;617.007162;902.4242818;678.7078782;637.5740674;1154.007124;728.4690421;464000000;-155.496419;-12.78785908;-124.6460609;-145.2129663;113.0035619;-99.76547894
465;617.1166116;902.7091285;678.8282727;637.6871653;1155.708396;728.5370105;465000000;-156.4416942;-13.64543575;-125.5858636;-146.1564174;112.8541979;-100.7314948
466;617.2251528;902.9920825;678.9476681;637.7993246;1157.407047;728.6042954;466000000;-157.3874236;-14.50395875;-126.5261659;-147.1003377;112.7035233;-101.6978523
467;617.3327934;903.2731564;679.0660727;637.9105531;1159.10308;728.6709037;467000000;-158.3336033;-15.36342179;-127.4669637;-148.0447234;112.5515401;-102.6645481
468;617.4395406;903.5523627;679.1834947;638.0208586;1160.796501;728.7368423;468000000;-159.2802297;-16.22381863;-128.4082527;-148.9895707;112.3982504;-103.6315788
469;617.545402;903.8297139;679.2999422;638.1302487;1162.487312;728.8021179;469000000;-160.227299;-17.08514306;-129.3500289;-149.9348756;112.243656;-104.5989411
470;617.6503848;904.1052222;679.4154233;638.238731;1164.175518;728.8667371;470000000;-161.1748076;-17.94738892;-130.2922883;-150.8806345;112.0877592;-105.5666315
471;617.7544965;904.3788998;679.5299461;638.346313;1165.861124;728.9307065;471000000;-162.1227518;-18.81055009;-131.2350269;-151.8268435;111.9305618;-106.5346467
472;617.8577441;904.650759;679.6435186;638.4530023;1167.544132;728.9940327;472000000;-163.0711279;-19.67462048;-132.1782407;-152.7734989;111.7720659;-107.5029836
473;617.960135;904.9208119;679.7561485;638.5588061;1169.224547;729.0567222;473000000;-164.0199325;-20.53959406;-133.1219258;-153.7205969;111.6122734;-108.4716389
474;618.0616761;905.1890704;679.8678437;638.663732;1170.902373;729.1187813;474000000;-164.969162;-21.40546481;-134.0660781;-154.668134;111.4511864;-109.4406093
475;618.1623746;905.4555464;679.978612;638.767787;1172.577614;729.1802164;475000000;-165.9188127;-22.27222679;-135.010694;-155.6161065;111.2888068;-110.4098918
476;618.2622373;905.7202519;680.0884611;638.8709786;1174.250273;729.2410337;476000000;-166.8688813;-23.13987407;-135.9557695;-156.5645107;111.1251367;-111.3794831
477;618.3612714;905.9831985;680.1973986;638.9733138;1175.920356;729.3012396;477000000;-167.8193643;-24.00840076;-136.9013007;-157.5133431;110.960178;-112.3493802
478;618.4594836;906.2443979;680.305432;639.0747997;1177.587866;729.36084;478000000;-168.7702582;-24.87780103;-137.847284;-158.4626001;110.7939328;-113.31958
479;618.5568808;906.5038619;680.4125689;639.1754435;1179.252806;729.4198411;479000000;-169.7215596;-25.74806907;-138.7937156;-159.4122783;110.626403;-114.2900794
480;618.6534697;906.7616018;680.5188167;639.275252;1180.915181;729.478249;480000000;-170.6732652;-26.61919911;-139.7405917;-160.362374;110.4575905;-115.2608755
481;618.749257;907.0176292;680.6241827;639.3742323;1182.574995;729.5360696;481000000;-171.6253715;-27.49118542;-140.6879086;-161.3128839;110.2874974;-116.2319652
482;618.8442495;907.2719554;680.7286744;639.4723911;1184.232251;729.5933087;482000000;-172.5778753;-28.36402232;-141.6356628;-162.2638044;110.1161257;-117.2033456
483;618.9384536;907.5245917;680.8322989;639.5697353;1185.886954;729.6499723;483000000;-173.5307732;-29.23770416;-142.5838505;-163.2151323;109.9434772;-118.1750138
484;619.0318759;907.7755494;680.9350635;639.6662718;1187.539108;729.7060662;484000000;-174.484062;-30.11222531;-143.5324683;-164.1668641;109.769554;-119.1469669
485;619.124523;908.0248396;681.0369753;639.7620071;1189.188716;729.761596;485000000;-175.4377385;-30.98758021;-144.4815124;-165.1189965;109.5943581;-120.119202
486;619.2164012;908.2724734;681.1380413;639.8569479;1190.835783;729.8165675;486000000;-176.3917994;-31.86376332;-145.4309794;-166.0715261;109.4178913;-121.0917163
487;619.3075169;908.5184618;681.2382686;639.9511008;1192.480311;729.8709862;487000000;-177.3462416;-32.74076912;-146.3808657;-167.0244496;109.2401557;-122.0645069
488;619.3978765;908.7628157;681.3376641;640.0444724;1194.122306;729.9248577;488000000;-178.3010618;-33.61859216;-147.3311679;-167.9777638;109.0611532;-123.0375712
489;619.4874862;909.005546;681.4362348;640.1370691;1195.761772;729.9781875;489000000;-179.2562569;-34.497227;-148.2818826;-168.9314655;108.8808858;-124.0109062
490;619.5763523;909.2466635;681.5339875;640.2288974;1197.398711;730.0309811;490000000;-180.2118239;-35.37666825;-149.2330062;-169.8855513;108.6993553;-124.9845094
491;619.6644809;909.4861789;681.630929;640.3199636;1199.033128;730.0832438;491000000;-181.1677596;-36.25691056;-150.1845355;-170.8400182;108.5165639;-125.9583781
492;619.7518781;909.7241028;681.727066;640.4102741;1200.665027;730.1349811;492000000;-182.1240609;-37.13794859;-151.136467;-171.794863;108.3325133;-126.9325095
493;619.8385501;909.9604459;681.8224051;640.4998351;1202.294411;730.1861981;493000000;-183.0807249;-38.01977707;-152.0887974;-172.7500824;108.1472055;-127.906901
494;619.9245028;910.1952185;681.9169531;640.5886529;1203.921285;730.2369;494000000;-184.0377486;-38.90239073;-153.0415234;-173.7056735;107.9606426;-128.88155
495;620.0097422;910.4284313;682.0107164;640.6767336;1205.545653;730.2870922;495000000;-184.9951289;-39.78578437;-153.9946418;-174.6616332;107.7728263;-129.8564539
496;620.0942743;910.6600944;682.1037017;640.7640834;1207.167517;730.3367797;496000000;-185.9528629;-40.6699528;-154.9481492;-175.6179583;107.5837587;-130.8316101
497;620.1781048;910.8902183;682.1959153;640.8507083;1208.786883;730.3859676;497000000;-186.9109476;-41.55489087;-155.9020424;-176.5746459;107.3934417;-131.8070162
498;620.2612396;911.1188131;682.2873636;640.9366143;1210.403754;730.4346608;498000000;-187.8693802;-42.44059347;-156.8563182;-177.5316929;107.2018771;-132.7826696
499;620.3436845;911.345889;682.378053;641.0218074;1212.018134;730.4828645;499000000;-188.8281577;-43.32705551;-157.8109735;-178.4890963;107.009067;-133.7585678
500;620.4254453;911.5714561;682.4679898;641.1062935;1213.630026;730.5305835;500000000;-189.7872774;-44.21427196;-158.7660051;-179.4468533;106.8150132;-134.7347083
501;620.5065275;911.7955244;682.5571803;641.1900784;1215.239435;730.5778226;501000000;-190.7467362;-45.1022378;-159.7214099;-180.4049608;106.6197176;-135.7110887
502;620.5869369;912.0181039;682.6456305;641.2731681;1216.846364;730.6245867;502000000;-191.7065316;-45.99094805;-160.6771847;-181.363416;106.4231822;-136.6877066
503;620.6666789;912.2392045;682.7333468;641.3555682;1218.450818;730.6708806;503000000;-192.6666605;-46.88039776;-161.6333266;-182.3222159;106.2254089;-137.6645597
504;620.7457592;912.4588359;682.8203351;641.4372845;1220.052799;730.716709;504000000;-193.6271204;-47.77058203;-162.5898324;-183.2813577;106.0263996;-138.6416455
505;620.8241833;912.6770081;682.9066016;641.5183227;1221.652312;730.7620766;505000000;-194.5879084;-48.66149596;-163.5466992;-184.2408386;105.8261561;-139.6189617
506;620.9019565;912.8937306;682.9921521;641.5986884;1223.249361;730.8069881;506000000;-195.5490218;-49.55313472;-164.5039239;-185.2006558;105.6246805;-140.596506
507;620.9790843;913.109013;683.0769927;641.6783871;1224.843949;730.8514479;507000000;-196.5104579;-50.44549348;-165.4615036;-186.1608065;105.4219745;-141.5742761
508;621.055572;913.3228651;683.1611292;641.7574244;1226.43608;730.8954607;508000000;-197.472214;-51.33856746;-166.4194354;-187.1212878;105.2180401;-142.5522697
509;621.131425;913.5352962;683.2445675;641.8358059;1228.025758;730.9390309;509000000;-198.4342875;-52.23235191;-167.3777162;-188.0820971;105.0128792;-143.5304846
510;621.2066485;913.7463158;683.3273134;641.9135368;1229.612987;730.982163;510000000;-199.3966757;-53.12684211;-168.3363433;-189.0432316;104.8064936;-144.5089185
511;621.2812478;913.9559333;683.4093726;641.9906227;1231.197771;731.0248614;511000000;-200.3593761;-54.02203337;-169.2953137;-190.0046886;104.5988853;-145.4875693
512;621.355228;914.1641579;683.4907508;642.0670689;1232.780112;731.0671304;512000000;-201.322386;-54.91792103;-170.2546246;-190.9664656;104.3900561;-146.4664348
513;621.4285942;914.3709991;683.5714536;642.1428807;1234.360016;731.1089745;513000000;-202.2857029;-55.81450047;-171.2142732;-191.9285597;104.180008;-147.4455128
514;621.5013516;914.5764658;683.6514868;642.2180633;1235.937485;731.1503978;514000000;-203.2493242;-56.71176708;-172.1742566;-192.8909683;103.9687427;-148.4248011
515;621.5735052;914.7805674;683.7308557;642.292622;1237.512524;731.1914045;515000000;-204.2132474;-57.6097163;-173.1345721;-193.853689;103.7562622;-149.4042977
516;621.64506;914.9833128;683.809566;642.366562;1239.085137;731.231999;516000000;-205.17747;-58.5083436;-174.095217;-194.816719;103.5425683;-150.3840005
517;621.716021;915.1847111;683.8876231;642.4398884;1240.655326;731.2721852;517000000;-206.1419895;-59.40764447;-175.0561884;-195.7800558;103.327663;-151.3639074
518;621.7863931;915.3847711;683.9650325;642.5126062;1242.223096;731.3119674;518000000;-207.1068034;-60.30761444;-176.0174838;-196.7436969;103.111548;-152.3440163
519;621.8561813;915.5835019;684.0417994;642.5847206;1243.788451;731.3513496;519000000;-208.0719094;-61.20824905;-176.9791003;-197.7076397;102.8942253;-153.3243252
520;621.9253902;915.7809122;684.1179293;642.6562366;1245.351393;731.3903357;520000000;-209.0373049;-62.10954389;-177.9410354;-198.6718817;102.6756967;-154.3048321
521;621.9940249;915.9770108;684.1934273;642.727159;1246.911928;731.4289299;521000000;-210.0029876;-63.01149459;-178.9032863;-199.6364205;102.455964;-155.2855351
522;622.0620899;916.1718065;684.2682989;642.7974929;1248.470058;731.467136;522000000;-210.968955;-63.91409677;-179.8658506;-200.6012535;102.2350292;-156.266432
523;622.1295901;916.3653078;684.3425491;642.8672431;1250.025788;731.5049579;523000000;-211.9352049;-64.8173461;-180.8287254;-201.5663784;102.012894;-157.2475211
524;622.1965301;916.5575234;684.4161831;642.9364145;1251.579121;731.5423995;524000000;-212.9017349;-65.7212383;-181.7919084;-202.5317928;101.7895603;-158.2288003
525;622.2629146;916.7484618;684.4892061;643.0050118;1253.13006;731.5794646;525000000;-213.8685427;-66.62576909;-182.7553969;-203.4974941;101.56503;-159.2102677
526;622.3287483;916.9381316;684.5616231;643.0730399;1254.67861;731.616157;526000000;-214.8356259;-67.53093422;-183.7191885;-204.4634801;101.3393049;-160.1919215
527;622.3940355;917.126541;684.6334391;643.1405034;1256.224774;731.6524805;527000000;-215.8029822;-68.43672948;-184.6832805;-205.4297483;101.1123868;-161.1737598
528;622.458781;917.3136986;684.7046591;643.207407;1257.768555;731.6884387;528000000;-216.7706095;-69.34315068;-185.6476704;-206.3962965;100.8842777;-162.1557807
529;622.5229892;917.4996127;684.7752881;643.2737555;1259.309958;731.7240353;529000000;-217.7385054;-70.25019367;-186.6123559;-207.3631223;100.6549792;-163.1379823
530;622.5866645;917.6842914;684.845331;643.3395533;1260.848987;731.7592741;530000000;-218.7066677;-71.1578543;-187.5773345;-208.3302233;100.4244933;-164.120363
531;622.6498114;917.867743;684.9147926;643.4048051;1262.385644;731.7941585;531000000;-219.6750943;-72.06612849;-188.5426037;-209.2975974;100.1928218;-165.1029208
532;622.7124343;918.0499757;684.9836777;643.4695154;1263.919933;731.8286921;532000000;-220.6437829;-72.97501215;-189.5081611;-210.2652423;99.95996652;-166.085654
533;622.7745375;918.2309975;685.0519912;643.5336887;1265.451858;731.8628785;533000000;-221.6127313;-73.88450123;-190.4740044;-211.2331556;99.72592925;-167.0685608
534;622.8361253;918.4108166;685.1197378;643.5973294;1266.981424;731.8967211;534000000;-222.5819374;-74.79459171;-191.4401311;-212.2013353;99.49071183;-168.0516394
535;622.897202;918.5894408;685.1869222;643.660442;1268.508632;731.9302235;535000000;-223.551399;-75.70527959;-192.4065389;-213.169779;99.25431609;-169.0348883
536;622.9577718;918.7668782;685.253549;643.7230309;1270.033488;731.9633889;536000000;-224.5211141;-76.61656091;-193.3732255;-214.1384846;99.01674383;-170.0183055
537;623.017839;918.9431366;685.3196229;643.7851003;1271.555994;731.9962209;537000000;-225.4910805;-77.52843172;-194.3401885;-215.1074498;98.77799688;-171.0018896
538;623.0774077;919.1182238;685.3851485;643.8466546;1273.076154;732.0287227;538000000;-226.4612961;-78.4408881;-195.3074258;-216.0766727;98.53807704;-171.9856386
539;623.1364821;919.2921477;685.4501303;643.9076982;1274.593972;732.0608978;539000000;-227.431759;-79.35392616;-196.2749348;-217.0461509;98.29698611;-172.9695511
540;623.1950662;919.4649159;685.5145728;643.9682351;1276.109452;732.0927493;540000000;-228.4024669;-80.26754205;-197.2427136;-218.0158825;98.05472591;-173.9536254
541;623.2531642;919.6365362;685.5784806;644.0282697;1277.622596;732.1242805;541000000;-229.3734179;-81.18173191;-198.2107597;-218.9858652;97.81129823;-174.9378597
542;623.31078;919.8070161;685.641858;644.087806;1279.13341;732.1554947;542000000;-230.34461;-82.09649193;-199.179071;-219.956097;97.56670487;-175.9222526
543;623.3679177;919.9763633;685.7047095;644.1468483;1280.641895;732.186395;543000000;-231.3160412;-83.01181834;-200.1476453;-220.9265759;97.32094763;-176.9068025
544;623.4245812;920.1445853;685.7670393;644.2054006;1282.148057;732.2169846;544000000;-232.2877094;-83.92770735;-201.1164803;-221.8972997;97.0740283;-177.8915077
545;623.4807745;920.3116895;685.8288519;644.263467;1283.651897;732.2472667;545000000;-233.2596128;-84.84415524;-202.085574;-222.8682665;96.82594868;-178.8763667
546;623.5365014;920.4776834;685.8901516;644.3210515;1285.153421;732.2772442;546000000;-234.2317493;-85.76115829;-203.0549242;-223.8394743;96.57671054;-179.8613779
547;623.5917659;920.6425744;685.9509425;644.3781581;1286.652631;732.3069203;547000000;-235.204117;-86.67871282;-204.0245287;-224.8109209;96.32631568;-180.8465399
548;623.6465718;920.8063697;686.011229;644.4347908;1288.149532;732.336298;548000000;-236.1767141;-87.59681515;-204.9943855;-225.7826046;96.07476587;-181.831851
549;623.7009228;920.9690767;686.0710151;644.4909536;1289.644126;732.3653803;549000000;-237.1495386;-88.51546165;-205.9644924;-226.7545232;95.82206291;-182.8173099
550;623.7548228;921.1307026;686.1303051;644.5466502;1291.136417;732.3941702;550000000;-238.1225886;-89.43464871;-206.9348474;-227.7266749;95.56820855;-183.8029149
551;623.8082755;921.2912546;686.1891031;644.6018847;1292.626409;732.4226706;551000000;-239.0958622;-90.35437272;-207.9054485;-228.6990576;95.31320458;-184.7886647
