budget_total;Value;data
0.01;Audio;4.46E-11
0.02;Audio;9.72E-11
0.03;Audio;1.35E-10
0.04;Audio;3.27E-10
0.05;Audio;3.61E-10
0.06;Audio;4.89E-10
0.07;Audio;4.46E-10
0.08;Audio;5.13E-10
0.09;Audio;5.37E-10
0.1;Audio;6.20E-10
0.11;Audio;9.58E-10
0.12;Audio;5.64E-10
0.13;Audio;1.46E-09
0.14;Audio;1.10E-09
0.15;Audio;1.03E-09
0.16;Audio;1.07E-09
0.17;Audio;2.21E-09
0.18;Audio;1.31E-09
0.19;Audio;1.50E-09
0.2;Audio;1.40E-09
0.21;Audio;1.49E-09
0.22;Audio;1.59E-09
0.23;Audio;3.54E-09
0.24;Audio;1.61E-09
0.25;Audio;3.49E-09
0.26;Audio;4.07E-09
0.27;Audio;4.24E-09
0.28;Audio;2.32E-09
0.29;Audio;2.19E-09
0.3;Audio;4.69E-09
0.31;Audio;2.40E-09
0.32;Audio;2.90E-09
0.33;Audio;2.94E-09
0.34;Audio;3.54E-09
0.35;Audio;5.00E-09
0.36;Audio;3.09E-09
0.37;Audio;5.43E-09
0.38;Audio;3.41E-09
0.39;Audio;6.33E-09
0.4;Audio;2.79E-09
0.41;Audio;4.53E-09
0.42;Audio;2.24E-09
0.43;Audio;4.14E-09
0.44;Audio;2.44E-09
0.45;Audio;7.42E-09
0.46;Audio;6.88E-09
0.47;Audio;4.19E-09
0.48;Audio;4.31E-09
0.49;Audio;4.59E-09
0.5;Audio;8.36E-09
0.51;Audio;6.96E-09
0.52;Audio;3.66E-09
0.53;Audio;5.05E-09
0.54;Audio;5.19E-09
0.55;Audio;3.28E-09
0.56;Audio;1.78E-09
0.57;Audio;1.60E-09
0.58;Audio;3.77E-09
0.59;Audio;3.27E-09
0.6;Audio;6.05E-09
0.61;Audio;6.83E-09
0.62;Audio;3.42E-09
0.63;Audio;6.54E-09
0.64;Audio;6.69E-09
0.65;Audio;8.74E-09
0.66;Audio;4.89E-09
0.67;Audio;4.77E-09
0.68;Audio;1.07E-08
0.69;Audio;8.18E-09
0.7;Audio;8.17E-09
0.71;Audio;8.96E-09
0.72;Audio;9.08E-09
0.73;Audio;1.20E-08
0.74;Audio;8.99E-09
0.75;Audio;9.59E-09
0.76;Audio;9.99E-09
0.77;Audio;2.22E-08
0.78;Audio;1.79E-08
0.79;Audio;1.24E-08
0.8;Audio;1.44E-08
0.81;Audio;7.58E-09
0.82;Audio;1.09E-08
0.83;Audio;2.25E-08
0.84;Audio;6.57E-09
0.85;Audio;1.13E-08
0.86;Audio;6.98E-09
0.87;Audio;1.15E-08
0.88;Audio;1.24E-08
0.89;Audio;1.22E-08
0.9;Audio;1.24E-08
0.91;Audio;1.28E-08
0.92;Audio;1.30E-08
0.93;Audio;1.41E-08
0.94;Audio;1.35E-08
0.95;Audio;1.38E-08
0.96;Audio;1.52E-08
0.97;Audio;1.46E-08
0.98;Audio;3.48E-08
0.99;Audio;1.34E-08
1;Audio;1.56E-08
1.01;Audio;1.59E-08
1.02;Audio;1.59E-08
1.03;Audio;1.76E-08
1.04;Audio;3.24E-08
1.05;Audio;1.74E-08
1.06;Audio;2.25E-08
1.07;Audio;1.83E-08
1.08;Audio;2.98E-08
1.09;Audio;2.04E-08
1.1;Audio;1.96E-08
1.11;Audio;1.99E-08
1.12;Audio;2.06E-08
1.13;Audio;2.21E-08
1.14;Audio;2.10E-08
1.15;Audio;4.33E-08
1.16;Audio;2.28E-08
1.17;Audio;2.34E-08
1.18;Audio;2.38E-08
1.19;Audio;3.56E-08
1.2;Audio;3.03E-08
1.21;Audio;5.25E-08
1.22;Audio;2.81E-08
1.23;Audio;3.06E-08
1.24;Audio;2.88E-08
1.25;Audio;2.70E-08
1.26;Audio;3.07E-08
1.27;Audio;2.87E-08
1.28;Audio;2.91E-08
1.29;Audio;3.00E-08
1.3;Audio;3.01E-08
1.31;Audio;2.06E-08
1.32;Audio;3.32E-08
1.33;Audio;3.34E-08
1.34;Audio;3.66E-08
1.35;Audio;6.32E-08
1.36;Audio;6.16E-08
1.37;Audio;5.75E-08
1.38;Audio;5.36E-08
1.39;Audio;5.51E-08
1.4;Audio;3.86E-08
1.41;Audio;4.96E-08
1.42;Audio;5.68E-08
1.43;Audio;6.26E-08
1.44;Audio;4.81E-08
1.45;Audio;4.78E-08
1.46;Audio;4.47E-08
1.47;Audio;5.08E-08
1.48;Audio;4.72E-08
1.49;Audio;1.01E-07
1.5;Audio;3.34E-08
1.51;Audio;5.07E-08
1.52;Audio;6.54E-08
1.53;Audio;5.35E-08
1.54;Audio;6.07E-08
1.55;Audio;4.59E-08
1.56;Audio;5.96E-08
1.57;Audio;6.36E-08
1.58;Audio;5.91E-08
1.59;Audio;6.36E-08
1.6;Audio;7.62E-08
1.61;Audio;7.32E-08
1.62;Audio;7.13E-08
1.63;Audio;6.65E-08
1.64;Audio;7.36E-08
1.65;Audio;7.85E-08
1.66;Audio;7.48E-08
1.67;Audio;9.29E-08
1.68;Audio;7.39E-08
1.69;Audio;7.63E-08
1.7;Audio;8.08E-08
1.71;Audio;1.04E-07
1.72;Audio;8.87E-08
1.73;Audio;8.53E-08
1.74;Audio;1.04E-07
1.75;Audio;8.85E-08
1.76;Audio;8.85E-08
1.77;Audio;8.97E-08
1.78;Audio;9.67E-08
1.79;Audio;9.11E-08
1.8;Audio;9.12E-08
1.81;Audio;9.07E-08
1.82;Audio;4.84E-08
1.83;Audio;4.97E-08
1.84;Audio;1.01E-07
1.85;Audio;5.80E-08
1.86;Audio;5.91E-08
1.87;Audio;1.00E-07
1.88;Audio;1.08E-07
1.89;Audio;1.25E-07
1.9;Audio;1.27E-07
1.91;Audio;1.29E-07
1.92;Audio;1.04E-07
1.93;Audio;1.18E-07
1.94;Audio;1.34E-07
1.95;Audio;1.35E-07
1.96;Audio;1.61E-07
1.97;Audio;1.56E-07
1.98;Audio;1.50E-07
1.99;Audio;1.49E-07
2;Audio;1.75E-07
2.01;Audio;1.68E-07
2.02;Audio;1.64E-07
2.03;Audio;1.69E-07
2.04;Audio;1.77E-07
2.05;Audio;5.65E-06
2.06;Audio;1.75E-07
2.07;Audio;2.28E-07
2.08;Audio;2.01E-07
2.09;Audio;2.25E-07
2.1;Audio;1.78E-07
2.11;Audio;2.06E-07
2.12;Audio;2.12E-07
2.13;Audio;2.10E-07
2.14;Audio;2.57E-07
2.15;Audio;2.62E-07
2.16;Audio;2.16E-07
2.17;Audio;2.44E-07
2.18;Audio;2.68E-07
2.19;Audio;2.29E-07
2.2;Audio;2.93E-07
2.21;Audio;1.03E-05
2.22;Audio;3.05E-07
2.23;Audio;3.07E-07
2.24;Audio;3.45E-07
2.25;Audio;3.46E-07
2.26;Audio;3.10E-07
2.27;Audio;4.82E-06
2.28;Audio;3.33E-07
2.29;Audio;3.37E-07
2.3;Audio;3.18E-07
2.31;Audio;3.18E-07
2.32;Audio;3.40E-07
2.33;Audio;9.53E-06
2.34;Audio;3.55E-07
2.35;Audio;3.64E-07
2.36;Audio;3.92E-07
2.37;Audio;3.84E-07
2.38;Audio;3.93E-07
2.39;Audio;4.29E-07
2.4;Audio;4.38E-07
2.41;Audio;3.09E-07
2.42;Audio;2.01E-06
2.43;Audio;6.64E-07
2.44;Audio;3.61E-07
2.45;Audio;4.71E-07
2.46;Audio;4.62E-07
2.47;Audio;5.66E-07
2.48;Audio;9.18E-07
2.49;Audio;4.98E-07
2.5;Audio;6.36E-07
2.51;Audio;4.82E-07
2.52;Audio;7.59E-07
2.53;Audio;5.19E-07
2.54;Audio;7.36E-07
2.55;Audio;8.04E-07
2.56;Audio;1.01E-06
2.57;Audio;8.08E-07
2.58;Audio;7.12E-07
2.59;Audio;7.56E-07
2.6;Audio;7.66E-07
2.61;Audio;5.21E-07
2.62;Audio;7.58E-07
2.63;Audio;7.07E-07
2.64;Audio;9.13E-07
2.65;Audio;1.15E-06
2.66;Audio;1.58E-06
2.67;Audio;1.69E-06
2.68;Audio;1.29E-06
2.69;Audio;1.25E-06
2.7;Audio;1.35E-06
2.71;Audio;1.36E-06
2.72;Audio;1.59E-06
2.73;Audio;2.00E-06
2.74;Audio;2.89E-06
2.75;Audio;2.44E-06
2.76;Audio;2.30E-06
2.77;Audio;2.72E-06
2.78;Audio;3.02E-06
2.79;Audio;4.69E-06
2.8;Audio;5.89E-06
2.81;Audio;4.79E-06
2.82;Audio;5.19E-06
2.83;Audio;6.55E-06
2.84;Audio;1.16E-05
2.85;Audio;2.62E-05
2.86;Audio;5.70E-05
2.87;Audio;1.91E-05
2.88;Audio;0.000116691
2.89;Audio;0.000533645
2.9;Audio;0.000711802
2.91;Audio;0.000890788
2.92;Audio;0.001069246
2.93;Audio;0.00124781
2.94;Audio;0.001426069
2.95;Audio;0.00160433
2.96;Audio;0.001782908
2.97;Audio;0.001960664
2.98;Audio;0.002135286
2.99;Audio;0.002317107
3;Audio;0.002450939
3.01;Audio;0.002672761
3.02;Audio;0.002850065
3.03;Audio;0.00302772
3.04;Audio;0.003205283
3.05;Audio;0.003383881
3.06;Audio;0.003560006
3.07;Audio;0.003738166
3.08;Audio;0.003914656
3.09;Audio;0.004091929
3.1;Audio;0.004269016
3.11;Audio;0.004446013
3.12;Audio;0.004623229
3.13;Audio;0.004799791
3.14;Audio;0.004976458
3.15;Audio;0.005153258
3.16;Audio;0.005329899
3.17;Audio;0.005506409
3.18;Audio;0.005683101
3.19;Audio;0.00585925
3.2;Audio;0.006035536
3.21;Audio;0.006211761
3.22;Audio;0.00638786
3.23;Audio;0.006563111
3.24;Audio;0.006739947
3.25;Audio;0.006915845
3.26;Audio;0.007091676
3.27;Audio;0.007267454
3.28;Audio;0.007443084
3.29;Audio;0.007615757
3.3;Audio;0.0077939
3.31;Audio;0.007931224
3.32;Audio;0.008144856
3.33;Audio;0.008320053
3.34;Audio;0.008495379
3.35;Audio;0.008670488
3.36;Audio;0.008845546
3.37;Audio;0.009020515
3.38;Audio;0.009196247
3.39;Audio;0.009370143
3.4;Audio;0.009543061
3.41;Audio;0.009723903
3.42;Audio;0.009895024
3.43;Audio;0.010068526
3.44;Audio;0.010242915
3.45;Audio;0.010417697
3.46;Audio;0.010592973
3.47;Audio;0.010759749
3.48;Audio;0.01093845
3.49;Audio;0.011113727
3.5;Audio;0.011287647
3.51;Audio;0.011461497
3.52;Audio;0.011632862
3.53;Audio;0.011808939
3.54;Audio;0.011982557
3.55;Audio;0.012156048
3.56;Audio;0.012329496
3.57;Audio;0.012502312
3.58;Audio;0.012676125
3.59;Audio;0.012849391
3.6;Audio;0.013025054
3.61;Audio;0.013195545
3.62;Audio;0.013370251
3.63;Audio;0.01354304
3.64;Audio;0.013714265
3.65;Audio;0.013886944
3.66;Audio;0.014065425
3.67;Audio;0.014232147
3.68;Audio;0.014404644
3.69;Audio;0.014576978
3.7;Audio;0.01475534
3.71;Audio;0.014921618
3.72;Audio;0.015094073
3.73;Audio;0.015266332
3.74;Audio;0.015438919
3.75;Audio;0.015659245
3.76;Audio;0.0157816
3.77;Audio;0.015952829
3.78;Audio;0.016125048
3.79;Audio;0.016293997
3.8;Audio;0.016464871
3.81;Audio;0.016631998
3.82;Audio;0.016810293
3.83;Audio;0.016969744
3.84;Audio;0.017137986
3.85;Audio;0.01727495
3.86;Audio;0.017474218
3.87;Audio;0.017642259
3.88;Audio;0.017802721
3.89;Audio;0.017977881
3.9;Audio;0.018146241
3.91;Audio;0.018312152
3.92;Audio;0.01848121
3.93;Audio;0.018648879
3.94;Audio;0.018816266
3.95;Audio;0.018988775
3.96;Audio;0.019151071
3.97;Audio;0.019318317
3.98;Audio;0.01948547
3.99;Audio;0.019652588
4;Audio;0.01981962
4.01;Audio;0.019999044
4.02;Audio;0.020153462
4.03;Audio;0.020320295
4.04;Audio;0.020487424
4.05;Audio;0.020757606
4.06;Audio;0.020820266
4.07;Audio;0.020986774
4.08;Audio;0.021153208
4.09;Audio;0.021319566
4.1;Audio;0.021485847
4.11;Audio;0.021652059
4.12;Audio;0.02181818
4.13;Audio;0.021960865
4.14;Audio;0.022150181
4.15;Audio;0.022315841
4.16;Audio;0.022481943
4.17;Audio;0.02264771
4.18;Audio;0.022813426
4.19;Audio;0.022978122
4.2;Audio;0.023148099
4.21;Audio;0.023310073
4.22;Audio;0.023475335
4.23;Audio;0.023640781
4.24;Audio;0.023427938
4.25;Audio;0.023971089
4.26;Audio;0.024136108
4.27;Audio;0.024301987
4.28;Audio;0.024466098
4.29;Audio;0.024630948
4.3;Audio;0.024795722
4.31;Audio;0.024960425
4.32;Audio;0.025125187
4.33;Audio;0.02528961
4.34;Audio;0.025454091
4.35;Audio;0.025618511
4.36;Audio;0.025765568
4.37;Audio;0.025947583
4.38;Audio;0.026111243
4.39;Audio;0.026275347
4.4;Audio;0.02643932
4.41;Audio;0.02660332
4.42;Audio;0.026767187
4.43;Audio;0.026931005
4.44;Audio;0.027098228
4.45;Audio;0.027258364
4.46;Audio;0.027421928
4.47;Audio;0.027585425
4.48;Audio;0.027748856
4.49;Audio;0.027912235
4.5;Audio;0.028075462
4.51;Audio;0.028238615
4.52;Audio;0.028401766
4.53;Audio;0.028564823
4.54;Audio;0.028727908
4.55;Audio;0.028890461
4.56;Audio;0.029053501
4.57;Audio;0.029218172
4.58;Audio;0.029378636
4.59;Audio;0.029541504
4.6;Audio;0.02970397
4.61;Audio;0.029866309
4.62;Audio;0.030028799
4.63;Audio;0.030191122
4.64;Audio;0.030353325
4.65;Audio;0.030515472
4.66;Audio;0.030677529
4.67;Audio;0.030839523
4.68;Audio;0.031001431
4.69;Audio;0.031163272
4.7;Audio;0.031325081
4.71;Audio;0.031486718
4.72;Audio;0.031648322
4.73;Audio;0.031809873
4.74;Audio;0.031972197
4.75;Audio;0.032132415
4.76;Audio;0.032294034
4.77;Audio;0.032455248
4.78;Audio;0.032617433
4.79;Audio;0.03277748
4.8;Audio;0.032939932
4.81;Audio;0.033099604
4.82;Audio;0.033260287
4.83;Audio;0.033421058
4.84;Audio;0.033581764
4.85;Audio;0.033742386
4.86;Audio;0.033902885
4.87;Audio;0.034063265
4.88;Audio;0.034223851
4.89;Audio;0.034384221
4.9;Audio;0.034544341
4.91;Audio;0.03470453
4.92;Audio;0.034864727
4.93;Audio;0.035024715
4.94;Audio;0.035184652
4.95;Audio;0.035344503
4.96;Audio;0.035504342
4.97;Audio;0.035664141
4.98;Audio;0.035823775
4.99;Audio;0.03598328
5;Audio;0.036142785
5.01;Audio;0.036302098
5.02;Audio;0.036461561
5.03;Audio;0.036620814
5.04;Audio;0.036780002
5.05;Audio;0.036940139
5.06;Audio;0.037098182
5.07;Audio;0.037257133
5.08;Audio;0.037416042
5.09;Audio;0.037574845
5.1;Audio;0.037733592
5.11;Audio;0.037892254
5.12;Audio;0.038015755
5.13;Audio;0.038209341
5.14;Audio;0.038367829
5.15;Audio;0.038525987
5.16;Audio;0.038684448
5.17;Audio;0.038842652
5.18;Audio;0.039000791
5.19;Audio;0.039154363
5.2;Audio;0.039317186
5.21;Audio;0.039474747
5.22;Audio;0.039632577
5.23;Audio;0.039790071
5.24;Audio;0.039948019
5.25;Audio;0.04010564
5.26;Audio;0.040264575
5.27;Audio;0.040420624
5.28;Audio;0.040569298
5.29;Audio;0.040735312
5.3;Audio;0.040892551
5.31;Audio;0.041049691
5.32;Audio;0.041206807
5.33;Audio;0.041364165
5.34;Audio;0.041520703
5.35;Audio;0.041677527
5.36;Audio;0.04183433
5.37;Audio;0.041990121
5.38;Audio;0.042147656
5.39;Audio;0.042304206
5.4;Audio;0.042460817
5.41;Audio;0.042617078
5.42;Audio;0.042773384
5.43;Audio;0.042928939
5.44;Audio;0.043085813
5.45;Audio;0.043241954
5.46;Audio;0.043397834
5.47;Audio;0.043559051
5.48;Audio;0.043706889
5.49;Audio;0.04386553
5.5;Audio;0.044021352
5.51;Audio;0.044176885
5.52;Audio;0.044332454
5.53;Audio;0.044487945
5.54;Audio;0.044643472
5.55;Audio;0.044793898
5.56;Audio;0.044953972
5.57;Audio;0.04510915
5.58;Audio;0.045264255
5.59;Audio;0.045420385
5.6;Audio;0.045574242
5.61;Audio;0.045728873
5.62;Audio;0.045880157
5.63;Audio;0.046038141
5.64;Audio;0.046191529
5.65;Audio;0.046347917
5.66;Audio;0.046502423
5.67;Audio;0.046657361
5.68;Audio;0.046811559
5.69;Audio;0.046965486
5.7;Audio;0.047119687
5.71;Audio;0.047275688
5.72;Audio;0.047427843
5.73;Audio;0.047597153
5.74;Audio;0.047721443
5.75;Audio;0.047890047
5.76;Audio;0.04804331
5.77;Audio;0.04819708
5.78;Audio;0.048350413
5.79;Audio;0.048504035
5.8;Audio;0.048653311
5.81;Audio;0.048810901
5.82;Audio;0.048974625
5.83;Audio;0.049117408
5.84;Audio;0.049270413
5.85;Audio;0.049423593
5.86;Audio;0.049576554
5.87;Audio;0.049729279
5.88;Audio;0.049887139
5.89;Audio;0.050034854
5.9;Audio;0.050187556
5.91;Audio;0.050340052
5.92;Audio;0.050494316
5.93;Audio;0.05064126
5.94;Audio;0.050792446
5.95;Audio;0.050954242
5.96;Audio;0.051063631
5.97;Audio;0.051301797
5.98;Audio;0.051364679
5.99;Audio;0.051538538
6;Audio;0.051708077
6.01;Audio;0.051904703
6.02;Audio;0.05199022
6.03;Audio;0.052138991
6.04;Audio;0.052288122
6.05;Audio;0.052438029
6.06;Audio;0.052586436
6.07;Audio;0.052735342
6.08;Audio;0.052884157
6.09;Audio;0.053030535
6.1;Audio;0.053138193
6.11;Audio;0.053330179
6.12;Audio;0.053478714
6.13;Audio;0.053627169
6.14;Audio;0.053775555
6.15;Audio;0.054120184
6.16;Audio;0.054072127
6.17;Audio;0.054223454
6.18;Audio;0.05436838
6.19;Audio;0.054516395
6.2;Audio;0.054665065
6.21;Audio;0.054812241
6.22;Audio;0.054960048
6.23;Audio;0.055086895
6.24;Audio;0.055255574
6.25;Audio;0.055402983
6.26;Audio;0.055550486
6.27;Audio;0.055698006
6.28;Audio;0.055845322
6.29;Audio;0.055996511
6.3;Audio;0.056139952
6.31;Audio;0.056287065
6.32;Audio;0.056434161
6.33;Audio;0.056581182
6.34;Audio;0.056723713
6.35;Audio;0.056874986
6.36;Audio;0.057021768
6.37;Audio;0.057168505
6.38;Audio;0.057315166
6.39;Audio;0.057461671
6.4;Audio;0.057608286
6.41;Audio;0.057754656
6.42;Audio;0.057901046
6.43;Audio;0.058049863
6.44;Audio;0.058193394
6.45;Audio;0.05833969
6.46;Audio;0.058487995
6.47;Audio;0.058631357
6.48;Audio;0.058777377
6.49;Audio;0.058923348
6.5;Audio;0.059068931
6.51;Audio;0.059215011
6.52;Audio;0.059359871
6.53;Audio;0.05950715
6.54;Audio;0.059651665
6.55;Audio;0.059797003
6.56;Audio;0.059942259
6.57;Audio;0.060090076
6.58;Audio;0.060232874
6.59;Audio;0.060380236
6.6;Audio;0.060526421
6.61;Audio;0.060668228
6.62;Audio;0.060788459
6.63;Audio;0.060920387
6.64;Audio;0.061028401
6.65;Audio;0.061150796
6.66;Audio;0.061206371
6.67;Audio;0.061380887
6.68;Audio;0.061495859
6.69;Audio;0.061643577
6.7;Audio;0.061725675
6.71;Audio;0.06184053
6.72;Audio;0.061955298
6.73;Audio;0.062070065
6.74;Audio;0.062184765
6.75;Audio;0.062299522
6.76;Audio;0.062414048
6.77;Audio;0.062528601
6.78;Audio;0.062643103
6.79;Audio;0.062757535
6.8;Audio;0.062871974
6.81;Audio;0.062986365
6.82;Audio;0.063100886
6.83;Audio;0.063214983
6.84;Audio;0.063329215
6.85;Audio;0.063443411
6.86;Audio;0.063557553
6.87;Audio;0.063671721
6.88;Audio;0.063785407
6.89;Audio;0.063899699
6.9;Audio;0.064019301
6.91;Audio;0.064126436
6.92;Audio;0.064241394
6.93;Audio;0.064355236
6.94;Audio;0.064469066
6.95;Audio;0.064582629
6.96;Audio;0.064696441
6.97;Audio;0.064810189
6.98;Audio;0.064923219
6.99;Audio;0.065037174
7;Audio;0.06515069
7.01;Audio;0.065264149
7.02;Audio;0.065377557
7.03;Audio;0.065490925
7.04;Audio;0.065604223
7.05;Audio;0.065717496
7.06;Audio;0.065830809
7.07;Audio;0.065943858
7.08;Audio;0.066056998
7.09;Audio;0.066170069
7.1;Audio;0.066283103
7.11;Audio;0.066396585
7.12;Audio;0.066509021
7.13;Audio;0.066621923
7.14;Audio;0.066734818
7.15;Audio;0.066847626
7.16;Audio;0.066960331
7.17;Audio;0.067073028
7.18;Audio;0.067185699
7.19;Audio;0.067301872
7.2;Audio;0.067410876
7.21;Audio;0.067523402
7.22;Audio;0.067638162
7.23;Audio;0.067748292
7.24;Audio;0.067860681
7.25;Audio;0.067972932
7.26;Audio;0.068085282
7.27;Audio;0.068197556
7.28;Audio;0.068309465
7.29;Audio;0.0684217
7.3;Audio;0.068534011
7.31;Audio;0.068646076
7.32;Audio;0.068758086
7.33;Audio;0.068870047
7.34;Audio;0.068982014
7.35;Audio;0.069093865
7.36;Audio;0.069205664
7.37;Audio;0.069323087
7.38;Audio;0.069431421
7.39;Audio;0.069540848
7.4;Audio;0.069652514
7.41;Audio;0.069760131
7.42;Audio;0.069875605
7.43;Audio;0.069987296
7.44;Audio;0.070098386
7.45;Audio;0.070210037
7.46;Audio;0.070321637
7.47;Audio;0.070432728
7.48;Audio;0.07054398
7.49;Audio;0.070655202
7.5;Audio;0.070766386
7.51;Audio;0.070872279
7.52;Audio;0.070988603
7.53;Audio;0.07109962
7.54;Audio;0.071212218
7.55;Audio;0.071321584
7.56;Audio;0.071432477
7.57;Audio;0.071543346
7.58;Audio;0.071653161
7.59;Audio;0.071770685
7.6;Audio;0.071870527
7.61;Audio;0.071986283
7.62;Audio;0.072099855
7.63;Audio;0.07219205
7.64;Audio;0.072318007
7.65;Audio;0.072428493
7.66;Audio;0.072539064
7.67;Audio;0.072649321
7.68;Audio;0.072759708
7.69;Audio;0.072870146
7.7;Audio;0.072980189
7.71;Audio;0.073095877
7.72;Audio;0.073200563
7.73;Audio;0.073310812
7.74;Audio;0.073421149
7.75;Audio;0.073539084
7.76;Audio;0.073640735
7.77;Audio;0.073754314
7.78;Audio;0.07385987
7.79;Audio;0.073970387
7.8;Audio;0.074080075
7.81;Audio;0.074190002
7.82;Audio;0.07429945
7.83;Audio;0.074409149
7.84;Audio;0.074524199
7.85;Audio;0.074628407
7.86;Audio;0.07473793
7.87;Audio;0.074847377
7.88;Audio;0.074956777
7.89;Audio;0.075066132
7.9;Audio;0.075175474
7.91;Audio;0.075278085
7.92;Audio;0.075390019
7.93;Audio;0.075498074
7.94;Audio;0.075612277
7.95;Audio;0.075721398
7.96;Audio;0.075826418
7.97;Audio;0.075938148
7.98;Audio;0.076048406
7.99;Audio;0.07615555
8;Audio;0.076266175
8.01;Audio;0.076374982
8.02;Audio;0.076483733
8.03;Audio;0.076590083
8.04;Audio;0.076701153
8.05;Audio;0.076809766
8.06;Audio;0.076918944
8.07;Audio;0.077026889
8.08;Audio;0.077135296
8.09;Audio;0.077243959
8.1;Audio;0.077352208
8.11;Audio;0.077460571
8.12;Audio;0.077568902
8.13;Audio;0.077680668
8.14;Audio;0.077785324
8.15;Audio;0.077893932
8.16;Audio;0.078001606
8.17;Audio;0.078109684
8.18;Audio;0.078217975
8.19;Audio;0.078327671
8.2;Audio;0.078433648
8.21;Audio;0.078541676
8.22;Audio;0.078649326
8.23;Audio;0.078757143
8.24;Audio;0.078865166
8.25;Audio;0.078972575
8.26;Audio;0.079080222
8.27;Audio;0.079187829
8.28;Audio;0.07929539
8.29;Audio;0.079402749
8.3;Audio;0.079510208
8.31;Audio;0.079617721
8.32;Audio;0.079728844
8.33;Audio;0.079832496
8.34;Audio;0.07993956
8.35;Audio;0.080047012
8.36;Audio;0.080154187
8.37;Audio;0.080261405
8.38;Audio;0.080368359
8.39;Audio;0.080475486
8.4;Audio;0.080582513
8.41;Audio;0.080654259
8.42;Audio;0.080796361
8.43;Audio;0.080901537
8.44;Audio;0.081012006
8.45;Audio;0.081116801
8.46;Audio;0.081223833
8.47;Audio;0.08133021
8.48;Audio;0.081436833
8.49;Audio;0.081543258
8.5;Audio;0.081649117
8.51;Audio;0.081756471
8.52;Audio;0.081862885
8.53;Audio;0.08196922
8.54;Audio;0.082077033
8.55;Audio;0.08218164
8.56;Audio;0.082202839
8.57;Audio;0.082392826
8.58;Audio;0.082500398
8.59;Audio;0.08260684
8.6;Audio;0.082712569
8.61;Audio;0.082859881
8.62;Audio;0.082924957
8.63;Audio;0.083031685
8.64;Audio;0.083136582
8.65;Audio;0.0832408
8.66;Audio;0.083348117
8.67;Audio;0.083453848
8.68;Audio;0.083563113
8.69;Audio;0.083675711
8.7;Audio;0.083770808
8.71;Audio;0.083860015
8.72;Audio;0.084026185
8.73;Audio;0.084083295
8.74;Audio;0.084177329
8.75;Audio;0.084290429
8.76;Audio;0.084382552
8.77;Audio;0.084520318
8.78;Audio;0.084603025
8.79;Audio;0.084697421
8.8;Audio;0.08481062
8.81;Audio;0.084914325
8.82;Audio;0.085064426
8.83;Audio;0.08515516
8.84;Audio;0.085179418
8.85;Audio;0.085328755
8.86;Audio;0.085432231
8.87;Audio;0.085535701
8.88;Audio;0.085631456
8.89;Audio;0.085742468
8.9;Audio;0.085845785
8.91;Audio;0.085936106
8.92;Audio;0.086052284
8.93;Audio;0.086155466
8.94;Audio;0.086284388
8.95;Audio;0.086361696
8.96;Audio;0.086620604
8.97;Audio;0.086567751
8.98;Audio;0.08667071
8.99;Audio;0.086773621
9;Audio;0.08687651
9.01;Audio;0.086979302
9.02;Audio;0.087082095
9.03;Audio;0.087179875
9.04;Audio;0.08717873
9.05;Audio;0.087388256
9.06;Audio;0.087626791
9.07;Audio;0.087567981
9.08;Audio;0.087725102
9.09;Audio;0.087844916
9.1;Audio;0.087908018
9.11;Audio;0.088134574
9.12;Audio;0.088208003
9.13;Audio;0.088241574
9.14;Audio;0.088311968
9.15;Audio;0.088357818
9.16;Audio;0.088516493
9.17;Audio;0.088627531
9.18;Audio;0.088894925
9.19;Audio;0.088822515
9.2;Audio;0.088924486
9.21;Audio;0.089026332
9.22;Audio;0.089128306
9.23;Audio;0.089230147
9.24;Audio;0.089388725
9.25;Audio;0.089433762
9.26;Audio;0.089535464
9.27;Audio;0.089637115
9.28;Audio;0.08973868
9.29;Audio;0.089840252
9.3;Audio;0.089941779
9.31;Audio;0.090138124
9.32;Audio;0.090144712
9.33;Audio;0.090246095
9.34;Audio;0.090347441
9.35;Audio;0.090448753
9.36;Audio;0.090543231
9.37;Audio;0.090651226
9.38;Audio;0.090752392
9.39;Audio;0.09085355
9.4;Audio;0.090954617
9.41;Audio;0.091055599
9.42;Audio;0.091156624
9.43;Audio;0.091257569
9.44;Audio;0.091358459
9.45;Audio;0.091459313
9.46;Audio;0.091560139
9.47;Audio;0.091660906
9.48;Audio;0.091761617
9.49;Audio;0.091862305
9.5;Audio;0.091962939
9.51;Audio;0.092063525
9.52;Audio;0.09216407
9.53;Audio;0.092264569
9.54;Audio;0.092365021
9.55;Audio;0.092465433
9.56;Audio;0.092565827
9.57;Audio;0.092666116
9.58;Audio;0.092766391
9.59;Audio;0.092866619
9.6;Audio;0.092966805
9.61;Audio;0.093066892
9.62;Audio;0.093166976
9.63;Audio;0.093267094
9.64;Audio;0.093367105
9.65;Audio;0.093467072
9.66;Audio;0.093566998
9.67;Audio;0.093666862
9.68;Audio;0.093766677
9.69;Audio;0.093866517
9.7;Audio;0.093966213
9.71;Audio;0.09406589
9.72;Audio;0.094164954
9.73;Audio;0.09426476
9.74;Audio;0.094364691
9.75;Audio;0.094464219
9.76;Audio;0.094564128
9.77;Audio;0.094662764
9.78;Audio;0.094762502
9.79;Audio;0.094861846
9.8;Audio;0.094961118
