,Investment,Audio_Clicks,YouTube_DD_Clicks,YouTube_OLV_Impressions,OTT_Impressions,PDM_Impressions,POLV_Clicks,Partnership_Impressions,Facebook_Impressions,Social_Impressions,DD_Impressions,OLV_Clicks,Audio_Clicks_ROAS,YouTube_DD_Clicks_ROAS,YouTube_OLV_Impressions_ROAS,OTT_Impressions_ROAS,PDM_Impressions_ROAS,POLV_Clicks_ROAS,Partnership_Impressions_ROAS,Facebook_Impressions_ROAS,Social_Impressions_ROAS,DD_Impressions_ROAS,OLV_Clicks_ROAS
20,200000,995.408498760555,2278.777199731343,963.4516634697528,564.0370223111541,76.1692317502673,53.74260933588365,837.1062714643492,2594.647901083601,1345.913239294493,3057.868982262946,945.0691016594383,3.145490856083354,7.200935951151044,3.044507256564419,1.782356990503247,0.2406947723308447,0.1698266455013923,2.645255817827344,8.199087367424179,4.253085836170599,9.66286598395091,2.986418361243825
21,210000,996.0293520648179,2338.784199133774,998.0447588852034,564.0370223113007,76.1692317502673,54.53890386669072,838.6542634311903,2673.292333724811,1376.305968409583,3153.865549931157,984.6219147479707,2.997574050023642,7.038626732631166,3.003639464835469,1.697482848098772,0.2292331165055664,0.1641361297321359,2.52394997375482,8.045336928162287,4.142025581118365,9.49163346455472,2.963243095812941
22,220000,996.4884347702655,2395.515798620409,1031.611915824699,564.0370223113356,76.1692317502673,55.25914409506996,839.8751763453935,2748.510164150242,1404.689131767286,3245.950407094564,1023.527049352318,2.862639503521854,6.881663566945901,2.963539685460045,1.620324536821655,0.218813429391677,0.1587444503094737,2.412732324774039,7.895720107922513,4.035288778531475,9.324730260380745,2.940314069048476
23,230000,996.8278981008049,2449.150781411792,1064.183560873193,564.0370223113439,76.1692317502673,55.91059398767437,840.838119549233,2820.450692219414,1431.195601756848,3334.282949859144,1061.795111226814,2.739109702607429,6.729840408053271,2.924191349877644,1.549875643916388,0.2092998020268215,0.1536325886965661,2.310476919804849,7.750107989055086,3.932676610044903,9.162029670917299,2.91762830563194
24,240000,997.0789102853485,2499.858172091122,1095.789218244695,564.0370223113458,76.1692317502673,56.49982372777002,841.5976001010672,2889.256712674922,1455.949465251661,3419.016079188003,1099.436532456253,2.625641130418085,6.582959853173287,2.885578274711029,1.485297492086544,0.2005789769423706,0.1487828691497944,2.216207013599477,7.608376010043962,3.83400025849604,9.003409008528406,2.895182868801467
25,250000,997.264518305777,2547.797769266105,1126.457536544169,564.0370223113464,76.1692317502673,57.03277597867165,842.1966081280359,2955.064798575709,1479.066604507139,3500.29646556832,1136.461574299733,2.521084702277004,6.440832760704714,2.847684652383659,1.425885592403084,0.1925558178646757,0.1441788576740819,2.129073025347675,7.470403810799392,3.739080376194047,8.848749464956715,2.872974859829724
26,260000,997.4017639829542,2593.120649156207,1156.216314735758,564.0370223113464,76.1692317502673,57.51482581834037,842.6690502669504,3018.005572380895,1500.655239649654,3578.264802893538,1172.880329987928,2.424453518604719,6.303277885641241,2.810495041973074,1.371043838849119,0.1851498248698805,0.1398052689122735,2.048333999110433,7.336075083633561,3.647746582533004,8.697935982418139,2.851001417509119
27,270000,997.503248691752,2635.969641692266,1185.092527340849,564.0370223113465,76.1692317502673,57.9508349496115,843.0416689374412,3078.203965222287,1520.816435296135,3653.056052000235,1208.702727474566,2.334896493234027,6.170121531664859,2.773994360294135,1.320264437410263,0.1782924239487738,0.135647880326498,1.973341980623936,7.205277429705501,3.559836989285768,8.550857129126477,2.829259717644169
28,280000,997.5782903712546,2676.479780628875,1213.112348888834,564.0370223113465,76.1692317502673,58.34520073278957,843.3355560871295,3135.779464880156,1539.644573676,3724.799674281262,1243.938532142833,2.251676712552261,6.041197219133747,2.738167873206224,1.273112136074182,0.1719248373791748,0.1316934530825822,1.903528826596664,7.077902220729496,3.475197752011544,8.407404979091993,2.807746972550966
29,290000,997.6337790624012,2714.778729087986,1240.30117764273,564.0370223113465,76.1692317502673,58.70190053512683,843.5673470938391,3190.846352954519,1557.22779647029,3793.619855779497,1278.597349467482,2.174153615060129,5.916345368219336,2.703001187138639,1.229211717588865,0.1659963947109274,0.1279296590972419,1.838395046080367,6.953844465749159,3.393682646100771,8.267474996043594,2.786460430563615
30,300000,997.674809525279,2750.987181874807,1266.683658621159,564.0370223113465,76.1692317502673,59.0245318444714,843.7501624052554,3243.513931702658,1573.648417436422,3859.635722150137,1312.688627633329,2.101768265399921,5.795412996482927,2.668480240828575,1.188237993669237,0.1604631815538965,0.1243450137523531,1.777500342133738,6.833002682786932,3.315152666066063,8.130965921329622,2.765397375547547
31,310000,997.7051490205743,2785.21924583382,1292.283705937557,564.0370223113465,76.1692317502673,59.31634855165024,843.8943502172101,3293.886740993161,1588.983307750211,3922.96154486361,1346.221660110886,2.034031142519364,5.678253430216047,2.634591297266245,1.149907735808939,0.1552869498908675,0.1209288138214289,1.720455578507345,6.715278775186058,3.239475646768173,7.997779665657425,2.744555126419613
32,320000,997.7275832050854,2817.582799443618,1317.124524476862,564.0370223113465,76.1692317502673,59.58029376751189,844.0080722296344,3342.064765807094,1603.304255869104,3983.706939006035,1379.20558818981,1.970511976830044,5.564726028901145,2.601320935841803,1.113973119064909,0.1504342327067779,0.117671080190836,1.666915942653528,6.600577912469012,3.16652590534148,7.867821204536919,2.723931036674875
33,330000,997.7441719001104,2848.179832783714,1341.228630929329,564.0370223113465,76.1692317502673,59.81902950560509,844.0977656366886,3388.143634698161,1616.678303601259,4041.977053019627,1411.64940347087,1.91083126254809,5.454695922179719,2.568656044688898,1.080216357881124,0.1458756195944513,0.1145625049925528,1.616575114795113,6.488808415543144,3.096183902654533,7.740998477298193,2.70352249391997
34,340000,997.7564382163881,2877.106768944751,1364.617874200544,564.0370223113465,76.1692317502673,60.03496352985648,844.1685075018514,3432.214809605813,1629.168059953776,4097.872750711472,1443.561950317105,1.854653143978698,5.348033758744361,2.536583813219835,1.04844528853168,0.1415851601946145,0.1115944027966744,1.569160284532853,6.379881646090806,3.028335923208195,7.617222289557795,2.683326919412973
35,350000,997.765508400317,2904.454767894969,1387.31345521612,564.0370223113465,76.1692317502673,60.23027363801963,844.2243021432979,3474.365767398042,1640.831994229271,4151.490785845733,1474.95192826485,1.80167943231143,5.244615466598915,2.505091724847394,1.018489708859346,0.1375398699033398,0.1087586655406526,1.524427882727326,6.273711899987322,2.962873772436855,7.496406219012866,2.663341767609672
